id,x,y,z
1,0.009792422474415474,15.919059793287454,0.04744422438707829
2,-0.516950285800462,19.357475747031273,1.1224522859768538
3,-0.7015287290000245,18.271318926184954,2.011026747096208
4,-0.7234055723033261,17.014461362574593,2.339890654769121
5,1.1235073098127621,17.026707115980862,1.8414954154546823
6,1.5866165103961904,17.01689374231905,1.330192265703463
7,1.4523820499378814,14.945966151888646,1.3199523291034474
8,0.22565008359517336,14.220086547007876,1.2377931875542671
9,-1.4596548795074131,14.640233868694311,1.3050549531134763
10,-2.1970071307230707,15.780095316322262,1.3296323488793007
11,-1.904164442682852,16.55992478927287,1.24121719194501
12,-1.1728149628423132,16.945759249404986,1.1251503261243148
13,-0.4516534000053074,16.87513574400792,1.0226352912333994
14,-0.6009170413510496,11.591404755738928,1.540946234061213
15,1.4114555804481732,11.672322721058853,1.6867667395189585
16,1.835349970141067,12.712468846713014,1.7699962844308086
17,2.7403972429916195,13.677649882828666,1.1470169524917928
18,3.148120449802228,14.618756153674033,1.087438071563346
19,3.0036199569394775,14.369688040966386,1.2585406987918564
20,0.3446736352729296,15.255039596253566,2.6309921257532967
21,0.34286982643859787,14.925028561620364,3.4748340563427345
22,0.6795413771476149,13.785065955926163,3.302653170675331
23,1.9061753865807631,14.370310133200741,3.3605450899886904
24,-0.7479607991993564,14.033860736310094,3.20888509759585
25,-1.1903062264733357,15.00172999140126,3.0026999368995657
26,-0.7755963572651812,15.766262711196477,2.874468672303488
27,-0.3830098840553102,16.747582986493775,2.9057227037792437
28,0.2828043876140711,17.11365278285728,2.9202354443880587
29,0.9392182629881418,17.09466207101876,2.975716893525025
30,1.2269004433190993,16.217907658158033,2.8694203406313807
